name,details,price,max_num,img,owner_id
مساج,خدمة مميزة,113,1,service487.png,96
تجميل الحواجب,عناية فائقة,81,3,service488.png,88
تلوين الشعر,أفضل الخدمات,72,3,service489.png,36
تسريحة العروس,أحدث التقنيات,86,8,service490.png,67
قص الشعر,خدمة احترافية,123,6,service491.png,29
تنظيف البشرة,خدمة مميزة,51,8,service492.png,72
طلاء الأظافر,عناية فائقة,128,7,service493.png,61
تصفيف الشعر,أفضل الخدمات,183,4,service494.png,10
ماكياج,أحدث التقنيات,54,3,service495.png,90
عناية بالبشرة,خدمة احترافية,195,7,service496.png,89
مساج,خدمة مميزة,143,7,service497.png,30
تجميل الحواجب,عناية فائقة,110,1,service498.png,72
تلوين الشعر,أفضل الخدمات,67,2,service499.png,58
تسريحة العروس,أحدث التقنيات,134,8,service500.png,24
